[[0.43319294]], False 
[[0.6442125]], False 
[[0.30873418]], False 
[[0.06145976]], False 
[[0.11310963]], False 
[[0.37063095]], False 
[[0.6387722]], False 
[[0.01112636]], False 
[[0.05420458]], False 
[[0.12385819]], False 
[[0.11197707]], False 
[[0.4479415]], False 
[[0.31387073]], False 
[[0.62253904]], False 
[[0.34734485]], False 
[[0.90714663]], False 
[[0.80448246]], False 
[[0.06679109]], False 
[[0.95047086]], False 
[[0.79494745]], False 
[[0.85405076]], False 
[[0.7556196]], False 
[[0.7881569]], False 
[[0.8797519]], False 
[[0.22066931]], False 
[[0.3036943]], True 
[[0.22125992]], False 
[[0.17171352]], False 
[[0.45533538]], False 
[[0.25286898]], False 
[[0.12196877]], False 
[[0.21576951]], False 
[[0.18451713]], False 
[[0.24669628]], False 
[[0.08317748]], False 
[[0.01853256]], False 
[[0.02724156]], False 
[[0.08714565]], False 
[[0.5873351]], False 
[[0.3730809]], False 
[[0.16129144]], False 
[[0.56336683]], False 
[[0.30710167]], False 
[[0.46768826]], False 
[[0.31014663]], False 
[[0.85922784]], False 
[[0.9208831]], True 
[[0.9708143]], False 
[[0.00024943]], False 
[[0.01914942]], False 
[[0.74144775]], False 
[[0.77005696]], False 
[[0.8380215]], True 
[[0.90711856]], False 
[[0.8146017]], True 
[[0.72074914]], False 
[[0.28011197]], False 
[[0.5929317]], False 
[[0.43584386]], False 
[[0.86549896]], False 
[[0.317196]], False 
[[0.43879074]], False 
[[0.3185874]], False 
[[0.39635104]], False 
[[0.57879007]], False 
[[0.04488603]], False 
[[0.2272979]], False 
[[0.04984219]], False 
[[0.43713334]], False 
[[0.45953]], False 
[[0.27303985]], True 
[[0.20863622]], False 
[[0.49763876]], False 
[[0.30906448]], False 
[[0.5265907]], False 
[[0.8287311]], False 
[[0.16840616]], False 
[[0.33218893]], False 
[[0.54917765]], False 
[[0.62348026]], False 
[[0.04393609]], False 
[[0.01218036]], False 
[[0.3817388]], False 
[[0.8369116]], False 
[[0.7508727]], False 
[[0.90716696]], True 
[[0.7882031]], True 
[[0.2114281]], False 
[[0.24401349]], False 
[[0.29645696]], False 
[[0.2563499]], False 
[[0.3678125]], False 
[[0.68528646]], False 
[[0.90003455]], True 
[[0.84950215]], False 
[[0.7393568]], False 
[[0.6633457]], True 
[[0.648232]], False 
[[0.6058392]], False 
[[0.6038538]], False 
[[0.57309234]], False 
[[0.5172065]], False 
[[0.3064962]], False 
[[0.20150508]], False 
[[0.29904303]], False 
[[0.20020409]], False 
[[0.40185037]], False 
[[0.23280416]], False 
[[0.37207276]], False 
[[0.21867278]], False 
[[0.20175987]], False 
[[0.2349689]], False 
[[0.18532735]], False 
[[0.21734908]], False 
[[0.19321056]], False 
[[0.26641938]], False 
[[0.20043118]], False 
[[0.2524883]], False 
[[0.31003878]], False 
[[0.25819057]], False 
[[0.20701355]], False 
[[0.5911282]], False 
[[0.8447622]], False 
[[0.8006906]], False 
[[0.76821035]], False 
[[0.8961271]], False 
[[0.5604794]], False 
[[0.72237015]], False 
[[0.99142927]], False 
[[0.17899936]], False 
[[0.1845188]], False 
[[0.05435108]], False 
[[0.73802656]], False 
[[0.04713408]], True 
[[0.02014888]], False 
[[0.02842983]], False 
[[0.18102254]], False 
[[0.07819489]], False 
[[0.00256405]], False 
[[0.9459693]], False 
[[0.54089445]], False 
[[0.31955606]], False 
[[0.04558149]], False 
[[0.32835662]], False 
[[0.80591226]], False 
[[0.67038214]], False 
[[0.22300804]], False 
[[0.5349835]], False 
[[0.5898206]], False 
[[0.6127749]], False 
[[0.11613759]], False 
[[0.2802333]], False 
[[0.33584797]], False 
[[0.8117127]], False 
[[0.38951787]], False 
[[0.27753133]], False 
[[0.28691486]], False 
[[0.2723565]], False 
[[0.54876626]], False 
[[0.5081998]], False 
[[0.51090723]], False 
[[0.4074101]], False 
[[0.3446508]], False 
[[0.3285863]], False 
[[0.19319174]], False 
[[0.4933459]], False 
[[0.33145982]], False 
[[0.08990501]], False 
[[0.08002544]], False 
[[0.2572239]], False 
[[0.2407963]], False 
[[0.28041628]], False 
[[0.3017534]], False 
[[0.17796598]], False 
[[0.22687675]], False 
[[0.24881068]], False 
[[0.30838805]], False 
[[0.1306246]], False 
[[0.10617871]], False 
[[0.22306995]], False 
[[0.2397662]], False 
[[0.30548093]], False 
[[0.42247662]], False 
[[0.25277656]], False 
[[0.25749812]], False 
[[0.18996009]], False 
[[0.25853232]], False 
[[0.3657092]], False 
[[0.42602277]], False 
[[0.3578855]], False 
[[0.412771]], False 
[[0.21794493]], False 
[[0.17012283]], False 
[[0.1727518]], False 
[[0.2864497]], False 
[[0.28729302]], False 
[[0.35153112]], False 
[[0.22595069]], False 
[[0.29897046]], False 
[[0.22885461]], False 
[[0.31446433]], False 
[[0.14586519]], False 
[[0.22357099]], False 
[[0.26138395]], False 
[[0.30774125]], False 
[[0.16639234]], False 
[[0.12590681]], False 
[[0.2664298]], False 
[[0.36197248]], False 
[[0.26929766]], False 
[[0.34998685]], False 
[[0.27446032]], False 
[[0.43122333]], False 
[[0.38660258]], False 
[[0.5136344]], False 
[[0.5687606]], False 
[[0.5828211]], False 
[[0.5966729]], False 
[[0.61521363]], False 
[[0.53601694]], False 
[[0.62525064]], False 
[[0.5763396]], False 
[[0.3216301]], False 
[[0.28281528]], False 
[[0.34621656]], False 
[[0.37101987]], False 
[[0.24094832]], False 
[[0.36413428]], False 
[[0.25974065]], False 
[[0.24309479]], False 
[[0.21799581]], False 
[[0.19565128]], False 
[[0.20265274]], False 
[[0.20322283]], False 
[[0.27233163]], False 
[[0.23559885]], False 
[[0.3210197]], False 
[[0.23915657]], False 
[[0.21952875]], False 
[[0.17487223]], False 
[[0.2365172]], False 
[[0.28363916]], False 
[[0.33904496]], False 
[[0.28498125]], False 
[[0.3569024]], True 
[[0.3811527]], False 
[[0.47313794]], False 
[[0.2133255]], False 
[[0.22736579]], False 
[[0.3646196]], False 
[[0.3356058]], False 
[[0.36311477]], False 
[[0.20566463]], False 
[[0.25361907]], False 
[[0.19710042]], False 
[[0.31851557]], False 
[[0.17941302]], False 
[[0.14959739]], False 
[[0.11021639]], False 
[[0.27756578]], False 
[[0.30003193]], False 
[[0.61494297]], False 
[[0.5494475]], True 
[[0.43764624]], True 
[[0.43410864]], False 
[[0.66305876]], False 
[[0.42790222]], True 
[[0.31888962]], False 
[[0.17751808]], False 
[[0.17954813]], False 
[[0.4577082]], False 
[[0.41421014]], False 
[[0.22684762]], False 
[[0.5624252]], False 
[[0.70987445]], True 
[[0.63290024]], True 
[[0.17130706]], False 
[[0.249276]], False 
[[0.22314957]], False 
[[0.5175919]], False 
[[0.6013503]], False 
[[0.7963419]], False 
[[0.25418708]], False 
[[0.4287415]], False 
[[0.34354395]], False 
[[0.4322611]], False 
[[0.638324]], False 
[[0.18817177]], False 
[[0.24321868]], False 
[[0.03408029]], False 
[[0.1080664]], False 
[[0.25080717]], False 
[[0.34607044]], False 
[[0.23080333]], False 
[[0.3484025]], False 
[[0.45746025]], False 
[[0.54429615]], False 
[[0.79940057]], False 
[[0.26606405]], False 
[[0.74576795]], False 
[[0.7525708]], False 
[[0.7774493]], False 
[[0.73626184]], True 
[[0.25795272]], False 
[[0.6178107]], False 
[[0.6739294]], False 
[[0.18549608]], False 
[[0.16892543]], False 
[[0.2982255]], False 
[[0.20211744]], False 
[[0.10624208]], False 
[[0.11705449]], False 
[[0.19945958]], False 
[[0.31227162]], False 
[[0.17559846]], False 
[[0.16549113]], False 
[[0.24463539]], False 
[[0.2892996]], False 
[[0.27149224]], False 
[[0.20454672]], False 
[[0.15435882]], False 
[[0.13754211]], False 
[[0.3038247]], False 
[[0.12171995]], False 
[[0.11307888]], False 
[[0.14375478]], False 
[[0.2505779]], False 
[[0.3644923]], False 
[[0.2626082]], False 
[[0.4071229]], False 
[[0.5969459]], False 
[[0.63838243]], False 
[[0.62554365]], True 
[[0.5820437]], False 
[[0.6314079]], False 
[[0.6096871]], False 
[[0.46926022]], False 
[[0.4520037]], False 
[[0.34174037]], False 
[[0.4803229]], False 
[[0.40753677]], False 
[[0.25639123]], False 
[[0.20546532]], False 
[[0.20105465]], False 
[[0.3008418]], False 
[[0.29178795]], False 
[[0.27345586]], False 
[[0.22534756]], False 
[[0.35886165]], False 
[[0.22284026]], False 
[[0.3135836]], False 
[[0.2038691]], False 
[[0.31669283]], False 
[[0.2681774]], False 
[[0.23626615]], False 
[[0.43793833]], False 
[[0.2694989]], False 
[[0.32945207]], False 
[[0.60575485]], False 
[[0.37970886]], False 
[[0.63606745]], False 
[[0.40537083]], True 
[[0.17476726]], False 
[[0.20563398]], False 
[[0.24117273]], False 
[[0.2344055]], False 
[[0.16492322]], False 
[[0.16832747]], False 
[[0.34516826]], False 
[[0.29415628]], False 
[[0.7417435]], False 
[[0.74006623]], True 
[[0.6443594]], False 
[[0.644563]], False 
[[0.5532932]], False 
[[0.6134691]], False 
[[0.7018533]], False 
[[0.42548987]], True 
[[0.24609795]], False 
[[0.17536703]], False 
[[0.38614988]], False 
[[0.9117696]], False 
[[0.48437524]], True 
[[0.10137001]], False 
[[0.07834852]], False 
[[0.06010212]], False 
[[0.233858]], False 
[[0.8508453]], True 
[[0.9226477]], False 
[[0.9163145]], True 
[[0.83282876]], False 
[[0.302706]], False 
[[0.19383773]], False 
[[0.2519166]], False 
[[0.4861511]], False 
[[0.41554996]], False 
[[0.31584245]], False 
[[0.24731755]], False 
[[0.16803183]], False 
[[0.32537282]], False 
[[0.29229653]], False 
[[0.03397348]], False 
[[0.06336256]], False 
[[0.30466676]], False 
[[0.5588979]], False 
[[0.80318326]], False 
[[0.8732867]], False 
[[0.32974365]], False 
[[0.34901717]], False 
[[0.2803866]], False 
[[0.44026378]], True 
[[0.54615194]], False 
[[0.07805911]], False 
[[0.15671729]], False 
[[0.03560503]], False 
[[0.41163018]], False 
[[0.43041697]], False 
[[0.24554598]], False 
[[0.20758718]], False 
[[0.43264118]], False 
[[0.37275222]], False 
[[0.50832397]], False 
[[0.7676093]], False 
[[0.10812955]], False 
[[0.33812642]], False 
[[0.4160122]], False 
[[0.5667015]], False 
[[0.49578378]], False 
[[0.63154405]], False 
[[0.9173043]], False 
[[0.8640869]], True 
[[0.38150287]], False 
[[0.22749951]], False 
[[0.21496296]], False 
[[0.19354591]], False 
[[0.1184773]], False 
[[0.15305574]], False 
[[0.1905263]], False 
[[0.37237924]], False 
[[0.25591922]], False 
[[0.14811005]], False 
[[0.1507625]], False 
[[0.5002893]], False 
[[0.20532951]], False 
[[0.3803902]], False 
[[0.9675875]], True 
[[0.25964504]], True 
[[0.07365105]], False 
[[0.24722071]], False 
[[0.15348525]], False 
[[0.32654718]], False 
[[0.5865059]], False 
[[0.6942338]], False 
[[0.6398803]], False 
[[0.7653311]], False 
[[0.9380749]], True 
[[0.8435399]], True 
[[0.07680937]], False 
[[0.07368745]], False 
[[0.41918153]], False 
[[0.65282756]], False 
[[0.83994144]], True 
[[0.67389596]], False 
[[0.644808]], False 
[[0.5988339]], False 
[[0.5713267]], False 
[[0.62744546]], False 
[[0.6104876]], True 
[[0.55840707]], False 
[[0.30219603]], False 
[[0.35658786]], False 
[[0.27728578]], False 
[[0.175024]], False 
[[0.21784645]], False 
[[0.30130312]], False 
[[0.22779843]], False 
[[0.2658855]], False 
[[0.2737137]], False 
[[0.29813236]], False 
[[0.31127566]], False 
[[0.2864173]], False 
[[0.33875415]], False 
[[0.38018098]], False 
[[0.26637682]], False 
[[0.15566522]], False 
[[0.10321132]], False 
[[0.07496406]], False 
[[0.17851624]], False 
[[0.13241713]], False 
[[0.08754589]], False 
[[0.1586838]], False 
[[0.2221846]], False 
[[0.590004]], False 
[[0.6369354]], False 
[[0.5608267]], False 
[[0.8764548]], True 
[[0.68659395]], True 
[[0.02708821]], True 
[[0.04214047]], False 
[[0.03512882]], False 
[[0.2783999]], False 
[[0.9532638]], True 
[[0.84494865]], True 
[[0.03892584]], False 
[[0.34661987]], False 
[[0.10476953]], False 
[[0.02033245]], False 
[[0.38602638]], False 
[[0.9571875]], True 
[[0.67945665]], False 
[[0.09125379]], False 
[[0.10695773]], False 
[[0.15035811]], False 
[[0.17756146]], False 
[[0.76978534]], False 
[[0.6401678]], True 
[[0.1488299]], False 
[[0.13892235]], False 
[[0.09752984]], False 
[[0.13675374]], False 
[[0.07208487]], False 
[[0.35433125]], False 
[[0.2149392]], False 
[[0.8083213]], False 
